ALogP,ATS0m,AATS6m,AATS8v,AATS8e,AATS1i,AATS3i,AATS2s,AATS7s,AATS8s,ATSC1m,ATSC1i,ATSC3i,ATSC8i,AATSC0v,C1SP2,CrippenLogP,SaasC,SssNH,SdO,minHBa,maxaaN,MAXDN,MAXDP,ETA_dBeta,nHBDon,MIC2,ZMIC5,MDEC-33,MLFER_E,n6Ring,nHeteroRing,n6HeteroRing,SRW5,Label
-0.9195000000000002,2588.934431999999,48.15811739130434,178.5513664566955,7.519246857142861,149.013675954645,161.4855212301297,3.2847222222222228,3.0601851851851856,2.833333333333333,10.143349799048003,-7.363836119051597,-14.367302056521249,3.665692933233325,49.26488778798995,2,1.8810900000000017,1.405937263794407,2.9706670445956163,0.0,2.9706670445956163,4.011032375913328,1.8842535903250195,3.863774565381709,2.25,2,30.767343174738322,24.812852798687672,1.3103706971044482,1.985,2.0,1.0,1.0,0.0,0
0.4614,5634.103006000009,94.20153119718313,196.14069648362357,7.581137689655173,146.3054482099246,158.591102372776,2.332988554065813,1.9250859509298337,2.0895593869731806,227.69460913452932,-5.871438378900851,-44.01294227107834,-14.913076214056542,53.70697650744735,4,5.082880000000006,4.956804975264816,3.6279567376767057,0.0,-1.1050451896293496,4.651758261946754,1.7531933377774978,3.7925650468077867,-4.25,2,39.741788216420666,28.585040630538888,3.38316236911604,2.0600000000000005,1.0,2.0,0.0,3.0445224377234235,1
0.5111999999999997,2834.386833999999,42.6373393157895,168.8341448063294,7.509380413793108,140.14007245334852,148.66766941507225,3.2624521072796915,3.0595238095238106,3.4827586206896552,15.993972882811775,5.492678897702783,-8.180366356980251,-15.128615640346613,52.60490378946598,1,3.5405900000000035,5.9698620559334845,0.0,11.018156336608717,9.057509763164523,0.0,2.4393878600823045,4.018156336608717,3.0,1,32.621371743058425,22.616729296672176,8.250205617917139,1.857,2.0,0.0,0.0,2.3978952727983707,0
-1.4450000000000005,5379.145233000014,39.18429521468937,172.73331657816837,7.712845666666674,150.2650977171127,164.0922450017296,2.8582862523540475,2.3987941429801887,2.870884773662551,138.13120654370368,-39.5127123180054,41.30765016852932,21.4926828418365,48.901921397815656,4,4.996580000000007,5.265771429368916,3.2830740349016865,11.959264390911784,1.7164233992395412,4.694589559416606,2.2800144759564063,4.959264390911786,-3.75,2,37.62617093334644,29.78768789001652,6.467894757879713,3.5760000000000005,3.0,3.0,2.0,2.3978952727983707,1
-2.5272,4699.962622000006,65.74894365000004,205.5595324657214,7.8091365106382975,151.11983143672256,157.6284434854339,4.743489583333334,3.2235838779956416,3.7599159443131054,355.6315317340728,14.764704395401251,-16.529421558522273,8.420096113263536,48.28750758660586,1,2.7303800000000016,4.0614531552694295,3.122178261736793,22.73416060456853,2.886149022108844,4.232194285807601,5.516956770006188,4.367080302284267,6.0,4,39.955030224705574,30.24963219300024,3.7068431738214302,3.3219999999999987,2.0,1.0,0.0,2.3978952727983707,1
-0.8845000000000001,2899.2331949999993,55.91247234782604,66.13296024482933,7.113861818181817,142.56789629607624,160.01221340660248,3.3543330912611964,2.9684499314128945,1.9090909090909087,218.27629599999975,-4.096233156373268,0.7900435907859313,1.6481831324256042,52.043682506697614,1,1.47689,0.43151234567901264,0.0,22.136435027714793,10.88751527462837,3.8793364197530864,3.210290165448896,4.24891975308642,2.0,0,37.7309397604789,22.24972183504027,1.0,1.153,1.0,1.0,1.0,0.0,0
-0.6823999999999986,4487.07637200001,44.69498420895521,165.41048883500608,7.676023640449443,149.0978896987528,162.01587700863988,2.9097968936678624,2.2148148148148143,2.8570536828963786,110.08392666864107,-22.182703792769995,-3.509192726498948,25.722060658172346,49.4779025370259,4,5.328860000000005,4.943960338301587,5.817591467709995,11.66126505914135,2.279696430913964,4.685781053162005,1.7794336115634255,4.661265059141352,0.0,2,38.58288577392985,28.20785774826685,8.306199103398512,3.162,2.0,2.0,1.0,3.9318256327243257,1
-0.7282000000000001,2797.7623369999988,53.18381947499999,66.60003878543631,7.183194352941174,140.83064199243103,147.41809784229682,3.593380614657211,3.743589743589744,1.9411764705882355,-32.40658102606347,8.251207270168983,-13.809908858113019,7.967441237608781,48.6530864436593,0,2.439090000000001,2.159264928193501,0.0,12.229629629629633,9.740765306122448,0.0,1.9745833333333331,5.22962962962963,4.25,2,31.675993958151345,30.779840758048486,10.731301382750024,1.9969999999999999,3.0,0.0,0.0,0.0,0
0.42239999999999933,5686.20599329955,79.03898001825117,193.91756075442956,7.997247238095237,151.23168488452663,161.61004022400783,3.2683679614573924,3.626503126503125,3.529639427787574,78.55254322996862,14.215841849860887,2.0721366880453482,19.871345922413827,48.34234159860926,1,4.062290000000004,3.073897612061216,3.289619813974973,0.0,-1.5706100400714196,4.3655493044580345,2.516615791960894,5.303979157289273,3.75,3,45.40450234124302,26.765254593450788,9.022879863480837,3.181,2.0,2.0,0.0,3.0445224377234235,1
-1.2126000000000006,4404.787209000006,59.58599573333343,183.09794296979317,8.233705220338987,144.8737332878582,149.19267498046338,3.828502415458936,4.031963470319635,4.158192090395478,24.798537903629818,-4.118584047563601,-7.478054927850553,-11.016873169753016,46.71226722277292,0,2.666680000000003,0.7405140007232376,0.0,12.46594324766944,4.99550869246389,0.0,2.120360266019988,5.465943247669438,2.0,2,39.40352742495257,25.607510255245217,14.345173730655372,2.213,3.0,1.0,1.0,0.0,0
